health,fatigue,alcohol,emotion,safety_knowledge,experience,skill,accident_history,violation_history,distance,stay_time,overlap,authorized,ppe_fastened,protection_eff,hazard_type,impact_range,stability_margin,device_abnormality,sensor_coverage,alarm_effect,wind_speed,illumination,Label
0.48,0.25,否,0.59,0.82,1.46,中级,1次,无,24.04,67.74,0.05,是,是,0.82,塔吊,1.32,0.72,0.09,0.68,0.88,6,0.83,低风险
0.38,0.57,否,0.76,0.95,2.41,高级,无,1次,29.13,113.69,0.39,是,是,0.86,深基坑,26.76,0.16,0.42,0.88,0.79,3,0.81,极高风险
0.53,0.28,否,0.69,0.71,10.31,中级,无,无,20.27,31.52,0.07,是,是,0.74,深基坑,1.54,0.28,0,0.76,0.76,4,0.9,无风险
0.55,0.55,否,0.76,0.85,31,初级,≥2次,1次,51.1,69.9,0.57,是,是,0.91,高支模,12.08,0.36,0,0.68,0.79,7,0.65,极高风险
0.69,0.44,否,0.65,0.7,8.18,初级,无,无,24.24,21.43,0.12,是,是,0.69,高支模,15.59,0.83,0.05,0.57,0.4,2,0.81,低风险
0.53,0.35,否,0.62,0.89,2.4,中级,无,1次,13.1,25.32,0.19,是,是,0.92,高支模,11.87,0.45,0.38,0.76,0.47,3,0.64,中风险
0.4,0.29,否,0.67,0.8,6.79,中级,无,无,27.79,17.1,0.14,是,是,0.83,塔吊,21.36,1,0.33,0.97,0.71,3,0.68,无风险
0.79,0.53,否,0.74,0.92,1.42,中级,无,无,35.62,12.97,0.47,是,是,0.68,配电箱,7.6,0.3,0,0.99,0.55,2,0.29,中风险
0.68,0.94,否,0.6,0.77,12.04,中级,无,1次,10.26,34.44,0.29,是,是,0.47,高支模,9.28,0.6,0.3,0.88,0.56,2,0.31,极高风险
0.53,0.14,否,0.57,0.66,14.32,高级,无,无,16.83,19.08,0.1,是,是,0.8,配电箱,11.53,0.33,0,0.81,0.69,4,0.6,无风险
0.86,0.12,否,0.75,0.85,7.36,中级,无,1次,18.45,35.87,0.03,是,是,0.48,塔吊,7.89,0.21,0.18,0.86,0.8,3,0.59,低风险
0.6,0.14,否,0.65,0.83,2.44,中级,无,无,9.26,33.56,0.1,是,是,0.85,配电箱,9.52,0.9,0.14,0.66,0.08,1,0.71,低风险
0.8,0.16,否,0.66,0.64,13.29,中级,无,无,23.08,24.87,0,是,是,0.64,高支模,4.35,0.7,0.8,0.89,0.78,3,0.65,无风险
0.51,0.4,否,0.89,0.84,2.93,中级,无,1次,22.18,29.31,0.12,是,是,0.68,深基坑,14.53,0.91,0,0.51,0.28,3,0.73,低风险
0.47,0.29,否,0.49,0.79,12.49,无证,无,无,28.64,38.92,0.38,是,是,0.61,配电箱,2.98,0.33,0.06,0.82,0.74,3,0.38,高风险
0.1,0.04,否,0.6,0.69,2.85,高级,1次,≥2次,39.03,55.35,0.11,是,是,0.52,车辆,37.35,0.95,0.68,0.88,0.88,2,0.78,极高风险
0.25,0.25,否,0.69,0.78,3.26,无证,无,无,16.36,29,0,是,是,0.82,高支模,4.48,0.43,0.07,0.83,0.37,5,0.39,高风险
0.47,0.27,否,0.56,0.97,7.71,无证,1次,无,9.73,10.48,0.02,是,是,0.64,塔吊,15.36,0.49,0.07,0.94,0.83,3,0.74,高风险
0.64,0.46,否,0.82,0.84,10.64,初级,无,无,12.17,45.82,0.18,是,是,0.98,配电箱,22.97,0.78,0.25,0.85,0.95,2,0.87,无风险
0.41,0.55,否,0.71,0.74,4.64,初级,无,无,36,42.45,0.1,是,是,0.58,配电箱,18.52,0.86,0.52,0.65,0.51,4,0.3,极高风险
0.73,0.21,否,0.82,0.87,1.98,高级,无,无,17.24,25.62,0.23,是,是,0.93,高支模,2.23,1,0,0.66,0.21,3,0.46,无风险
0.2,0.13,否,0.73,0.85,15.96,高级,无,无,29.34,6.56,0.27,是,否,0.92,配电箱,19.48,0.85,0,0.74,0.8,5,0.57,高风险
0.74,0.29,否,0.68,0.98,14.56,中级,无,无,10.73,68.36,0.14,是,是,0.08,配电箱,18.08,0.2,0.14,0.65,0.84,2,0.2,高风险
0.43,0.16,否,0.62,0.83,0.68,高级,无,1次,22.33,10.02,0.56,是,是,0.82,塔吊,5.04,0.75,0.3,0.69,0.81,2,0.66,无风险
0.41,0.44,否,0.75,0.94,1.47,中级,无,≥2次,44.05,55.82,0.08,是,是,0.84,车辆,17.66,1,0.2,0.8,0.54,1,0.27,极高风险
0.48,0.27,否,0.76,0.95,20.05,中级,无,无,15.82,26.01,0.14,是,是,0.86,车辆,43.33,0.32,0.31,0.67,0.78,4,0.36,低风险
0.5,0.32,否,0.61,0.97,6.56,初级,无,无,18.64,18.44,0.06,是,是,0.44,车辆,8.61,0.83,0,0.83,0.41,2,0.55,低风险
0.65,0.55,否,0.71,0.95,0.43,初级,无,1次,26.31,35.56,0.36,是,是,0.82,塔吊,19.21,0.16,0,0.85,0.97,1,0.89,低风险
0.88,0.15,否,0.71,0.62,6.8,初级,无,无,23.55,41.92,0.49,是,是,0.58,车辆,19.68,0.3,0.13,0.97,0.77,2,0.44,高风险
0.42,0.14,否,0.6,0.88,2.74,中级,1次,无,58.21,45.89,0.34,是,是,0.9,配电箱,27.02,0.67,0.29,0.96,0.37,1,0.39,高风险
0.23,0.2,否,0.65,0.89,29.21,初级,无,无,15.33,9.41,0.03,是,是,0.83,车辆,11.83,0.61,0.92,0.63,0.66,3,0.42,低风险
0.17,0.21,否,0.74,0.54,8.6,无证,1次,无,23.7,24.18,0.17,是,是,0.81,车辆,19.6,0.47,0.28,0.88,0.48,1,0.51,极高风险
0.7,0.32,否,0.7,0.69,32.85,初级,无,1次,24.94,42.12,0.6,是,是,0.75,高支模,21.46,0.71,0.4,0.82,0.57,4,0.43,高风险
0.07,0.29,否,0.64,0.63,4.12,高级,无,无,6.71,33.69,0.47,是,是,0.74,配电箱,6.04,0.65,0.3,0.73,0.28,1,0.55,极高风险
0.9,0.22,否,0.76,0.74,12.29,初级,无,1次,23.42,100.72,0.15,否,是,0.67,高支模,43.4,0.47,0.1,0.64,0.32,4,0.37,极高风险
0.88,0.33,否,0.79,0.89,12.08,初级,1次,≥2次,34.1,50.98,0.04,是,是,0.81,深基坑,2.34,0.58,0,0.86,0.54,1,0.94,低风险
0.65,0.29,否,0.57,0.79,1.77,中级,无,无,9.93,88.09,0.31,是,是,0.43,塔吊,12.72,1,0.6,0.96,0.8,6,0.53,高风险
0.37,0.22,否,0.7,0.89,5.69,中级,无,无,22.48,25.01,0.07,是,是,0.82,塔吊,2.14,0.64,0.11,0.9,0.73,1,0.43,无风险
0.78,0.31,否,0.64,0.99,0.19,初级,无,无,49.88,48.85,0.06,是,是,0.87,配电箱,9.37,0.3,0.23,0.86,0.85,2,0.7,低风险
0.89,0.55,否,0.76,0.83,14.29,中级,无,1次,30.04,28.89,0.18,是,是,0.85,配电箱,17.26,0.82,0.3,0.92,0.47,4,0.74,低风险
0.57,0.21,否,0.46,0.79,7.93,初级,无,无,17.32,13.89,0.12,是,是,0.46,车辆,4.2,0.96,0.41,0.67,0.92,1,0.82,无风险
0.67,0.26,否,0.82,0.78,5.76,初级,无,1次,18.94,19.55,0.36,是,是,0.86,车辆,1.11,0.75,0.3,0.7,0.96,1,0.77,无风险
0.68,0.23,否,0.7,0.73,3.86,初级,无,无,29.47,13.79,0.09,是,是,0.67,车辆,48.1,0.42,0.39,0.94,0.87,0,0.97,低风险
0.34,0.46,否,0.53,0.95,4.13,中级,无,无,22.39,38,0.19,是,是,0.94,车辆,1.89,0.15,0.45,0.83,0.89,6,0.7,中风险
0.61,0.36,否,0.46,0.74,15.68,中级,无,无,34.77,50.69,0.12,是,是,0.64,车辆,27.95,0.63,0.3,0.73,0.15,2,0.5,高风险
0.63,0.13,否,0.85,0.87,11.09,中级,1次,无,22.43,19.91,0.31,是,是,0.49,深基坑,71.66,0.42,0.59,0.82,0.77,4,0.4,高风险
0.27,0.23,否,0.77,0.83,10.06,中级,无,无,12.45,40.54,0.02,是,是,0.41,高支模,2.73,1,0.43,0.84,0.45,10,0.62,高风险
0.99,0.42,否,0.7,0.85,4.58,初级,无,1次,9.04,65.42,0.04,是,是,0.71,深基坑,20.77,1,0.2,0.75,0.84,1,0.87,低风险
0.13,0.3,否,0.59,0.97,5.15,中级,无,1次,18.66,18.61,0.31,是,是,0.67,塔吊,61.57,0.72,0.15,0.72,0.39,2,0.69,高风险
0.82,0.17,否,0.55,0.72,6.05,高级,无,1次,49.01,16.41,0.36,是,是,0.55,配电箱,46.3,0.74,0.32,0.92,0.83,4,0.66,低风险
0.71,0.17,否,0.52,0.83,0.2,初级,1次,1次,13.55,42.84,0.21,否,是,0.64,塔吊,0.44,0.31,0.35,0.84,0.73,2,0.83,极高风险
0.45,0.22,否,0.65,0.82,24.8,高级,无,无,10.04,28.32,0.36,是,是,0.48,高支模,58.45,0.8,0.32,0.97,0.44,1,0.96,低风险
0.49,0.36,否,0.61,0.75,4.06,高级,1次,无,17.75,34.22,0.08,是,是,0.78,深基坑,7.05,0.88,0.25,0.79,0.27,0,0.65,低风险
0.83,0.31,否,0.77,0.81,0.01,高级,无,无,40.32,30.13,0.16,是,否,0.85,深基坑,0.14,0.47,0.31,0.93,0.72,7,0.46,高风险
0.38,0.58,否,0.56,0.68,6.78,初级,≥2次,1次,10.19,83.54,0.03,是,是,0.74,深基坑,0.37,0.58,0.16,0.86,0.74,2,0.28,极高风险
0.9,0.25,否,0.78,0.88,4.53,初级,无,无,57.39,45.42,0.02,是,是,0.36,塔吊,22.46,0.44,0.44,0.88,0.69,2,0.73,中风险
0.75,0.35,否,0.79,0.78,6.02,初级,无,无,6.8,21.13,0.32,是,是,0.64,深基坑,1.75,0.3,0.66,0.77,0.48,2,0.74,中风险
0.6,0.09,否,0.59,0.79,17.22,中级,无,无,9.99,29.88,0.36,是,是,0.75,配电箱,21.65,0.64,0.01,0.89,0.37,2,0.51,低风险
0.49,0.18,否,0.46,0.78,12.86,中级,无,无,23.93,26.67,0.41,是,是,0.92,深基坑,11.56,0.52,0.46,0.44,0.81,3,0.83,低风险
0.58,0.51,否,0.88,0.74,15.59,初级,无,无,35.65,14.8,0.24,是,是,0.93,深基坑,19.08,1,0.29,0.87,0.43,4,0.57,低风险
0.91,0.33,否,0.65,0.84,23.82,中级,无,无,42.4,18.51,0.01,是,是,0.87,高支模,19.27,1,0.39,0.72,0.15,3,0.64,无风险
0.86,0.33,否,0.8,0.81,4.24,中级,无,无,7.65,23.08,0.1,是,是,0.87,深基坑,27.55,0.67,0.22,0.83,0.54,3,0.92,无风险
0.6,0.31,否,0.75,0.82,16.75,中级,无,无,11.25,34.87,0.6,是,是,0.95,高支模,20.48,0.35,0.33,0.96,0.6,3,0.51,中风险
0.44,0.5,否,0.69,0.9,10.79,中级,1次,1次,8.32,26.63,0.15,是,是,0.83,高支模,55.73,0.92,0.06,0.84,0.51,4,0.48,高风险
0.82,0.46,否,0.56,0.74,21.15,中级,无,无,40.46,56.13,0.03,是,是,0.32,配电箱,4.34,1,0.25,0.94,0.79,0,0.64,低风险
0.77,0.33,否,0.71,0.66,4.55,中级,无,无,28.14,40.91,0.37,是,是,0.8,深基坑,2.86,0.94,0.35,0.71,0.31,4,0.9,低风险
0.38,0.37,否,0.34,0.75,6.83,中级,无,1次,47.57,98.8,0.22,是,是,0.53,塔吊,4.19,1,0.51,0.8,0.33,2,0.58,极高风险
0.98,0.3,否,0.55,0.72,8.83,高级,无,无,11.22,11.17,0.46,是,是,0.83,车辆,1.59,0.39,0.44,0.89,0.6,3,0.49,无风险
0.59,0.22,否,0.8,0.77,10.11,高级,无,无,14.1,23.73,0.15,是,是,0.34,配电箱,8.18,0.63,0,0.89,0.7,4,0.41,无风险
0.69,0.15,否,0.72,0.77,4.49,中级,1次,1次,17.81,27.74,0.5,是,是,0.84,塔吊,50,0.83,0,0.62,0.26,2,0.92,中风险
0.55,0.48,否,0.66,0.84,8.7,中级,无,1次,13.92,114.09,0.02,是,是,0.29,配电箱,29.08,1,0,0.58,0.51,3,0.54,高风险
0.67,0.35,否,0.68,0.74,2.1,中级,无,1次,11.81,31.41,0.33,否,是,0.62,高支模,2.95,1,0.37,0.87,0.62,1,0.51,极高风险
0.7,0.29,否,0.75,0.8,5.02,初级,1次,无,24.05,51.85,0.15,是,是,0.82,车辆,0.18,0.26,0,0.96,0.81,4,0.56,低风险
0.46,0.21,否,0.67,0.95,3.9,中级,无,无,21.46,39.72,0.36,是,是,0.86,配电箱,4.6,0.38,0.29,0.87,0.95,1,0.89,低风险
0.39,0.13,否,0.77,0.77,1.77,中级,1次,无,11.65,15.43,0.25,是,否,0.15,高支模,2.27,0.45,0.3,0.67,0.77,2,0.33,极高风险
0.72,0.44,否,0.67,0.86,4.49,初级,1次,无,21.51,25.25,0.31,是,是,0.97,塔吊,3.85,0.51,0.06,0.64,0.74,5,0.48,中风险
0.57,0.81,否,0.6,0.76,2.01,中级,无,无,10.69,50.05,0.04,是,是,0.57,车辆,11.4,0.52,0.11,0.91,0.78,2,0.18,高风险
0.76,0.17,否,0.62,0.84,0.44,初级,无,无,28.49,39.05,0.09,是,是,0.88,车辆,10.01,1,0.35,0.7,0.19,2,0.65,低风险
0.89,0.2,否,0.61,0.85,11.9,初级,1次,无,19.64,39.25,0.11,是,是,0.37,塔吊,21.23,0.93,0,0.83,0.23,4,0.25,中风险
0.7,0.75,否,0.52,0.74,0.15,初级,无,无,13.82,15.85,0.6,是,是,0.29,深基坑,27.71,0.7,0.05,0.68,0.65,3,0.23,极高风险
0.61,0.09,否,0.7,0.66,2.97,中级,无,无,8.92,11.12,0.28,是,是,0.59,塔吊,31.39,0.32,0.07,0.82,0.4,3,0.61,低风险
0.6,0.36,否,0.78,0.79,10.67,初级,无,无,25.99,44.65,0.81,是,是,0.9,配电箱,14.9,0.82,0.44,0.88,0.75,4,0.2,高风险
0.8,0.84,否,0.72,0.85,1.68,中级,无,无,27.78,42.88,0.06,是,是,0.59,配电箱,2.27,0.62,0.45,0.95,0.36,1,0.69,高风险
0.41,0.08,否,0.64,0.53,1.67,高级,无,无,34.72,17.55,0.21,是,是,0.75,塔吊,9.43,1,0,0.92,0.23,5,0.58,高风险
0.71,0.71,否,0.69,0.94,7.02,高级,1次,无,20.9,52.87,0.45,否,是,0.89,塔吊,19.28,0.76,0.4,0.89,0.78,6,0.41,极高风险
0.92,0.65,否,0.58,0.67,37.96,中级,无,1次,26.73,9.61,0.1,是,是,0.77,车辆,19.17,0.57,0.27,0.76,0.6,1,0.39,低风险
0.74,0.18,否,0.83,0.75,13,中级,无,无,15.36,15.18,0.07,是,是,0.82,车辆,29.93,0.52,0.23,0.89,0.73,3,0.26,无风险
0.51,0.1,否,0.61,0.88,3.8,高级,无,无,7.05,12.25,0.05,是,是,0.75,高支模,9.91,0.35,0.25,0.68,0.43,1,0.38,无风险
0.49,0.27,否,0.78,0.69,9.82,中级,无,1次,16.23,24.02,0.24,是,是,0.58,塔吊,17.86,0.94,0,0.82,0.58,2,0.6,无风险
0.58,0.65,否,0.64,0.86,3.9,高级,无,无,10.23,66.37,0.37,是,是,0.15,深基坑,1.55,1,0.11,0.89,0.11,5,0.34,高风险
0.25,0.24,否,0.77,0.81,0.41,中级,1次,1次,20.36,21.97,0.25,是,是,0.8,车辆,0.47,0.53,0,0.56,0.38,7,0.4,中风险
0.57,0.34,否,0.81,0.85,11.81,中级,无,无,13.08,55.23,0.22,是,是,0.9,车辆,8.69,0.65,0.47,0.96,0.77,1,0.78,无风险
0.52,0.21,否,0.63,0.96,1.22,高级,无,无,27.27,77.16,0.09,是,是,0.47,高支模,1.58,0.67,0.41,0.97,0.55,0,0.81,低风险
0.28,0.11,否,0.58,1,5.85,初级,无,1次,40.12,43.82,0.02,是,是,0.89,车辆,21.86,1,0.21,0.78,0.58,2,0.51,中风险
0.74,0.36,否,0.7,0.87,20.3,中级,无,无,6.71,14.67,0.11,是,否,0.79,深基坑,7.97,0.4,0,0.74,0.49,1,0.66,高风险
0.66,0.37,否,0.53,0.64,14.1,初级,无,无,24.67,38.89,0.24,是,是,0.52,塔吊,28.6,0.39,0.11,0.95,0.17,7,0.29,极高风险
0.59,0.17,否,0.74,0.68,22.07,高级,1次,无,32.32,32.69,0.03,是,否,0.35,塔吊,0.29,0.85,0.18,0.96,0.82,1,0.87,高风险
0.94,0.43,否,0.76,0.77,16.07,中级,无,1次,19.21,17.58,0.69,是,是,0.84,车辆,16.37,0.28,0.07,0.98,0.48,2,0.6,中风险
0.55,0.26,否,0.63,0.92,24.94,高级,无,无,21.4,22.57,0.38,是,是,0.8,车辆,20.16,0.69,0.09,0.88,0.91,1,0.62,无风险
0.52,0.49,否,0.81,0.84,5.55,中级,无,无,16.94,37.93,0.66,是,是,0.53,深基坑,17.06,0.78,0.04,0.95,0.5,2,0.81,中风险
0.56,0.14,否,0.9,0.83,5.83,中级,无,无,17.05,19.24,0.67,是,是,0.78,塔吊,22.55,0.83,0.22,0.94,0.67,4,0.85,无风险
0.45,0.47,否,0.84,0.82,16.78,中级,无,无,20.31,47.82,0.25,是,是,0.42,高支模,2.49,1,0,0.74,0.86,2,0.56,无风险
0.56,0.25,否,0.77,0.85,5.4,初级,无,1次,13.63,56.14,0.16,否,是,0.53,深基坑,16.32,1,0.29,0.72,0.36,3,0.52,极高风险
0.4,0.22,否,0.58,0.77,9.33,中级,1次,无,17.52,18.47,0.32,是,是,0.89,配电箱,20.07,0.55,0.82,0.91,0.5,2,0.79,高风险
0.31,0.17,否,0.62,0.79,13.3,高级,无,无,44.88,21.11,0.29,是,是,0.7,塔吊,1.18,1,0.38,0.98,0.64,3,0.53,无风险
0.91,0.56,否,0.75,0.72,7.26,中级,1次,无,25.75,42.43,0.51,是,是,0.08,深基坑,1.74,0.91,0.42,0.64,0.58,3,0.75,高风险
0.58,0.3,否,0.83,0.88,4.81,中级,1次,1次,13.5,14.02,0.25,是,是,0.33,车辆,25.4,0.74,0.61,0.96,0.85,2,0.26,高风险
0.4,0.18,否,0.72,0.9,10.6,中级,无,1次,21.1,26.47,0.1,是,是,0.7,高支模,12.82,1,0.29,0.88,0.78,2,0.62,无风险
0.36,0.48,否,0.75,0.8,17.14,中级,无,无,14.01,48.9,0.22,是,是,0.84,深基坑,13.92,0.91,0.11,0.82,0.3,0,0.83,低风险
0.69,0.25,否,0.67,0.93,5.46,中级,无,无,17.95,36.46,0,是,是,0.21,深基坑,0.97,0.79,0.24,0.85,0.65,3,0.96,无风险
0.67,0.18,否,0.7,0.83,10.91,中级,无,1次,18.46,19.22,0.04,是,是,0.49,深基坑,9.28,1,0,0.74,0.3,2,0.5,无风险
0.14,0.31,否,0.82,0.73,5.03,中级,无,无,21.91,20.75,0.19,是,是,0.37,高支模,15.08,0.21,0.11,0.99,0.47,5,0.79,高风险
0.78,0.21,否,0.55,0.75,21.92,中级,无,1次,17.11,42.61,0.02,是,是,0.73,车辆,52.67,0.59,0.68,0.83,0.25,3,0.45,高风险
0.62,0.2,否,0.63,0.85,24.97,初级,无,1次,20.26,43.08,0.02,是,是,0.84,塔吊,1.24,0.64,0.72,0.99,0.82,7,0.21,中风险
0.38,0.28,否,0.6,0.85,7.04,中级,≥2次,1次,47.74,51.06,0.29,是,是,0.93,车辆,8.66,0.51,0.78,0.62,0.42,3,0.9,极高风险
0.7,0.48,否,0.66,0.72,19.61,高级,无,无,36.32,65.92,0.3,是,是,0.68,深基坑,12.7,0.4,0,0.98,0.75,3,0.64,无风险
0.93,0.49,否,0.77,0.74,4.54,初级,无,无,17.1,80.98,0.02,是,否,0.93,配电箱,26.09,0.7,0.74,0.78,0.93,2,0.5,极高风险
0.47,0.49,否,0.83,0.77,1.01,中级,无,无,21.95,18.66,0.13,是,是,0.62,配电箱,4.14,0.64,0.31,0.95,0.92,4,0.48,低风险
0.92,0.27,否,0.74,0.92,12.71,高级,无,无,13.55,21.73,0.4,是,是,0.89,深基坑,1.72,1,0.21,0.76,0.53,2,0.93,无风险
0.7,0.23,否,0.63,0.84,1.35,初级,无,无,18.22,18.88,0.57,是,是,0.75,车辆,10.73,0.84,0.45,0.58,0.55,5,0.88,高风险
0.78,0.33,否,0.67,0.95,22.13,初级,无,无,45.78,19.84,0.35,是,是,0.82,深基坑,18.77,0.57,0.38,0.74,0.31,4,0.8,低风险
0.87,0.28,否,0.73,0.84,2.08,中级,1次,无,4.97,12.1,0.6,是,是,0.76,高支模,2.46,0.51,0.05,0.92,0.41,1,0.64,低风险
0.7,0.66,否,0.77,0.93,1.48,中级,无,无,38.55,30.21,0.01,是,是,0.1,高支模,8.96,1,0.31,0.64,0.67,2,0.76,高风险
0.09,0.13,否,0.83,0.78,11.54,中级,无,无,11.53,12.46,0.44,是,是,0.77,高支模,3.16,1,0,0.58,0.61,6,0.61,高风险
0.34,0.28,否,0.55,0.85,8.91,无证,无,1次,12.83,22.67,0.28,是,是,0.91,车辆,29.12,0.68,0.15,0.83,0.65,5,0.42,极高风险
0.72,0.96,否,0.76,0.81,32.61,高级,无,无,23.29,28.9,0.04,是,是,0.26,深基坑,21.27,0.79,0.19,0.57,0.69,2,0.34,高风险
0.38,0.64,否,0.88,0.49,1.6,初级,无,1次,26.75,54.02,0.52,是,是,0.56,车辆,2.95,0.74,0,0.88,0.68,3,0.29,高风险
0.38,0.29,否,0.67,0.83,16.25,中级,1次,无,14.13,31.25,0.28,是,是,0.84,配电箱,20.07,0.7,0.12,0.87,0.51,1,0.9,低风险
0.77,0.42,否,0.56,0.78,5.81,高级,无,无,17.18,52.34,0.46,是,是,0.3,车辆,43.01,0.14,0.07,0.91,0.82,2,0.48,高风险
0.77,0.22,否,0.79,0.85,0.32,高级,无,1次,22.96,68.21,0.02,是,是,0.91,配电箱,42,1,0.03,0.62,0.29,3,0.24,低风险
0.8,0.74,否,0.62,0.86,2.74,初级,无,无,14.55,28.54,0.28,是,是,0.66,配电箱,14.9,0.88,0.02,0.77,0.28,2,0.72,中风险
0.75,0.33,否,0.65,0.95,7.67,高级,无,无,10.71,3.95,0.09,是,是,0.92,高支模,1.13,1,0.35,0.71,0.06,6,0.41,无风险
0.82,0.39,否,0.85,0.61,6.84,初级,无,无,18.95,46.42,0.73,是,是,0.79,塔吊,16.37,0.86,0.27,0.74,0.56,1,0.77,中风险
0.57,0.12,否,0.66,0.72,7.46,中级,≥2次,无,29.82,30.68,0.01,是,是,0.77,配电箱,17.82,0.76,0.39,0.77,0.42,6,0.6,高风险
0.41,0.15,否,0.73,0.85,13.09,初级,1次,1次,13.05,116.13,0.05,是,是,0.9,车辆,17.24,0.88,0.33,0.95,0.35,1,0.35,高风险
0.31,0.47,否,0.69,0.73,9.63,中级,无,无,9.61,11.66,0.34,是,是,0.65,配电箱,26.35,0.64,0.6,0.88,0.73,1,0.47,高风险
0.79,0.29,否,0.83,0.72,20.86,高级,无,无,15.84,56.93,0.2,是,是,0.85,深基坑,22.21,0.55,0,0.91,0.42,2,0.69,无风险
0.8,0.22,否,0.63,0.57,6.71,中级,无,无,23.01,38.33,0.6,是,是,0.49,车辆,2.32,0.42,0.47,0.7,0.53,2,0.73,高风险
0.85,0.28,否,0.75,0.54,9.76,中级,无,无,17.57,15.95,0.64,是,否,0.16,高支模,23.14,1,0.2,0.31,0.85,3,0.82,极高风险
0.12,0.18,否,0.55,0.77,8.23,中级,无,无,22.71,56.77,0.68,是,是,0.9,塔吊,24.88,0.7,0.25,0.6,0.33,2,0.48,极高风险
0.32,0.49,是,0.66,0.71,22.8,高级,1次,1次,36.68,25.36,0.37,是,是,0.77,车辆,50.97,0.72,0.09,0.53,0.29,2,0.58,极高风险
0.53,0.33,否,0.74,0.68,8.13,高级,无,≥2次,47.31,47.69,0.34,是,是,0.6,塔吊,19.48,0.44,0.23,0.35,0.55,2,0.52,极高风险
0.22,0.69,否,0.78,0.78,9.15,初级,无,无,26.72,31.61,0.1,否,是,0.84,配电箱,2.34,0.2,0,0.66,0.47,5,0.29,极高风险
0.77,0.69,是,0.82,0.76,13.09,高级,无,无,22.1,29.49,0.19,是,是,0.86,塔吊,3.77,0.42,0.25,0.71,0.83,0,0.53,高风险
0.22,0.17,否,0.58,0.8,29,初级,1次,无,14.78,23.1,0.14,是,是,0.8,车辆,19.81,0.46,0,0.57,0.71,4,0.62,低风险
0.81,0.46,否,0.52,0.85,17.68,中级,1次,无,26.14,29.92,0.15,是,是,0.85,车辆,14.96,0.73,0.47,0.48,0.53,2,0.58,中风险
0.65,0.19,否,0.61,0.83,5.97,中级,无,无,17.33,29.48,0.46,是,是,0.7,深基坑,13.18,0.84,0.33,0.94,0.78,2,0.65,无风险
0.2,0.45,否,0.61,0.66,17.2,高级,无,无,14.87,39.43,0.36,是,是,0.79,深基坑,22.92,0.62,0.49,0.96,0.69,2,0.48,中风险
0.68,0.07,否,0.66,0.98,8.87,初级,无,无,13.67,17.45,0.21,是,是,0.55,高支模,19.78,0.8,0.3,0.69,0.51,5,0.69,中风险
0.67,0.19,否,0.66,0.67,0.9,初级,无,1次,22.68,17.5,0.11,是,是,0.24,塔吊,0.23,0.8,0.46,0.81,0.31,1,0.82,高风险
0.84,0.29,否,0.74,0.84,8.81,初级,1次,无,24.44,50.43,0.03,是,是,0.74,配电箱,27.53,0.63,0.28,0.65,0.7,1,0.63,中风险
0.12,0.2,否,0.39,0.64,4.1,中级,无,≥2次,16.98,22.11,0.12,是,是,0.75,高支模,16.92,0.64,0.72,0.73,0.85,3,0.81,极高风险
0.76,0.57,否,0.84,0.91,3.91,初级,无,1次,11.83,93.69,0.01,是,是,0.17,高支模,4.75,0.79,0.15,0.95,0.83,2,0.51,高风险
0.84,0.67,否,0.67,0.61,7.79,高级,无,无,13.44,101.41,0.5,是,是,0.55,塔吊,20.9,0.4,0.72,0.64,0.23,1,0.79,极高风险
0.74,0.39,否,0.75,0.83,7.39,中级,无,无,11.73,23.33,0.22,是,是,0.57,车辆,12.8,1,0,0.73,0.1,2,0.65,低风险
0.58,0.55,否,0.7,0.75,7.14,中级,1次,无,11.2,21.45,0.29,是,是,0.64,车辆,1.7,0.29,0.04,0.96,0.73,3,0.43,低风险
0.48,0.08,否,0.71,0.79,7.54,中级,无,无,10.01,32.99,0.44,是,是,0.34,塔吊,9.67,0.59,0.4,0.74,0.41,2,0.65,高风险
0.83,0.63,否,0.64,0.71,3.8,中级,1次,≥2次,10.55,17.93,0.1,是,是,0.28,塔吊,1.03,0.58,0.09,0.92,0.49,4,0.34,极高风险
0.42,0.16,否,0.69,0.59,12.17,初级,1次,≥2次,28.53,78.86,0.01,是,是,0.71,配电箱,18.69,0.54,0,0.71,0.48,2,0.49,极高风险
0.36,0.25,否,0.76,0.77,7.67,中级,无,≥2次,35.68,22.86,0.3,否,是,0.87,塔吊,2.64,0.8,0.2,0.6,0.4,3,0.45,极高风险
0.37,0.4,否,0.74,0.7,1.96,高级,无,1次,26.6,41.66,0.78,是,是,0.7,深基坑,12.16,0.76,0,0.8,0.25,5,0.83,高风险
0.6,0.22,否,0.68,0.7,4.76,中级,无,1次,46.32,41.77,0.02,是,是,0.57,车辆,9.19,0.52,0.19,0.87,0.56,5,0.51,高风险
0.73,0.28,是,0.63,0.82,3.73,中级,无,无,20.72,21.56,0.01,是,是,0.8,车辆,33.91,0.71,0.07,0.85,0.46,4,0.26,高风险
0.74,0.17,否,0.67,0.8,12.44,中级,无,无,7.12,7.55,0.04,是,是,0.37,塔吊,22.56,0.38,0.58,0.54,0.45,2,0.5,中风险
0.59,0.1,否,0.7,0.76,21.25,中级,无,≥2次,33.21,18.52,0.18,是,是,0.52,塔吊,2.8,0.12,0,0.83,0.88,1,0.67,无风险
0.74,0.35,否,0.8,0.76,15.46,中级,无,无,23.28,15.32,0.2,是,是,0.18,配电箱,14,1,0.16,0.78,0.59,2,0.43,高风险
